s58,455,"[]",.
s243,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Forward', 'Forward', 'Turn Right']",ERROR
s243,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Forward', 'Forward', 'Turn Right']",ERROR
s243,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Turn Left', 'Forward', 'Forward', 'Turn Right']",ERROR
s243,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",.
s243,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left']",.
s243,312,"[]",.
s243,239,"['Backward', 'Forward', 'Turn Right', 'Backward']",.
s243,239,"['Backward', 'Forward', 'Turn Right', 'Backward']",.
s243,239,"['Backward', 'Backward', 'Turn Right']",.
s243,239,"['Backward', 'Turn Right', 'Forward']",COMPLETED
s244,313,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s244,316,"['Forward', 'Turn Right']",ERROR
s244,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Left']",ERROR
s244,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Turn Right']",ERROR
s244,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Put Down']",.
s244,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up']",ERROR
s244,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Left']",ERROR
s244,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Left', 'Jump']",ERROR
s244,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Turn Right', 'Turn Right']",ERROR
s244,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Forward', 'Forward']",ERROR
s244,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Put Down']",.
s244,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",.
s244,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s244,314,"['Forward']",ERROR
s244,314,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s244,319,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s244,315,"[]",.
s244,315,"[]",.
s244,315,"[]",.
s244,315,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right']",COMPLETED
s244,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Backward', 'Backward', 'Backward']",.
s244,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Backward', 'Backward', 'Put Down']",ERROR
s244,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Forward', 'Forward', 'Turn Right']",ERROR
s244,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left']",COMPLETED
s244,312,"[]",.
s245,313,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s245,316,"['Forward', 'Forward']",ERROR
s245,316,"['Forward', 'Forward']",ERROR
s245,316,"['Forward', 'Forward']",ERROR
s245,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward']",.
s245,316,"['Forward', 'Forward', 'Turn Left']",ERROR
s245,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",.
s245,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",.
s245,316,"['Forward']",ERROR
s245,316,"['Forward', 'Forward']",ERROR
s245,316,"['Forward', 'Forward', 'Turn Right']",ERROR
s245,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up']",ERROR
s245,316,"['Forward', 'Forward', 'Turn Right']",ERROR
s245,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",ERROR
s245,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",ERROR
s245,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",ERROR
s245,314,"[]",.
s245,314,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s246,313,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s246,316,"['Forward', 'Forward']",ERROR
s246,316,"['Forward', 'Forward']",ERROR
s246,316,"['Forward', 'Forward']",ERROR
s246,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Forward', 'Forward']",ERROR
s246,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward']",.
s246,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",.
s246,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",.
s246,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",.
s246,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",.
s246,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward']",.
s246,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s246,314,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left']",.
s246,314,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s246,319,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward']",.
s246,319,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s246,315,"[]",.
s247,313,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s247,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",.
s247,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Left']",ERROR
s247,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Turn Left']",ERROR
s247,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Turn Left', 'Turn Left', 'Put Down']",.
s247,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Turn Left', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward']",.
s247,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Turn Left', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",COMPLETED
s247,314,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s247,319,"['Forward', 'Forward', 'Turn Right', 'Turn Right']",ERROR
s247,319,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Left', 'Turn Left']",ERROR
s247,319,"['Forward', 'Forward', 'Turn Right']",ERROR
s247,319,"['Forward', 'Forward', 'Turn Right']",ERROR
s247,319,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Turn Left', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",.
s247,319,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Turn Left', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward']",.
s247,319,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Turn Left', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",COMPLETED
s247,315,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right']",.
s247,315,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right']",COMPLETED
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Right', 'Turn Right', 'Forward', 'Forward', 'Turn Right']",ERROR
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Right', 'Turn Right']",ERROR
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Turn Right']",ERROR
s247,320,"['Forward', 'Forward']",ERROR
s247,320,"['Forward', 'Forward']",ERROR
s247,320,"['Forward', 'Forward', 'Turn Right']",ERROR
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",.
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",ERROR
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Turn Right', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Right', 'Turn Right', 'Forward']",.
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Turn Right', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Right', 'Turn Right', 'Forward', 'Put Down']",.
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Turn Right']",ERROR
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Turn Right']",ERROR
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right']",ERROR
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Turn Right', 'Turn Right', 'Backward', 'Backward', 'Backward', 'Turn Right', 'Turn Right', 'Forward']",ERROR
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Turn Right', 'Backward', 'Backward', 'Backward', 'Turn Right', 'Turn Right', 'Forward', 'Put Down']",.
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Turn Right', 'Backward', 'Backward', 'Backward', 'Turn Right', 'Turn Right', 'Forward', 'Put Down']",.
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Turn Right', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Right', 'Turn Right', 'Forward', 'Put Down']",.
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Turn Right']",ERROR
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right']",.
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Turn Right']",ERROR
s247,320,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Left']",COMPLETED
s247,312,"[]",.
s248,313,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s248,240,"['Backward', 'Turn Right', 'Pick Up']",.
s248,240,"['Backward', 'Turn Right', 'Pick Up', 'Turn Right', 'Forward']",.
s248,240,"['Backward', 'Turn Right', 'Pick Up', 'Forward']",.
s248,240,"['Backward', 'Turn Right', 'Pick Up', 'Forward']",.
s248,240,"['Backward', 'Turn Right', 'Pick Up', 'Forward', 'Turn Left']",.
s248,240,"['Backward', 'Turn Right', 'Pick Up', 'Forward', 'Turn Left']",ERROR
s248,240,"['Backward', 'Turn Right', 'Pick Up', 'Forward']",.
s248,240,"['Backward', 'Turn Right', 'Pick Up', 'Forward']",.
s248,240,"['Backward', 'Turn Right', 'Pick Up', 'Forward', 'Forward']",.
s248,240,"['Backward', 'Turn Right', 'Pick Up', 'Forward', 'Turn Left', 'Forward']",COMPLETED
s248,240,"['Turn Right', 'Backward', 'Backward']",.
s248,240,"['Turn Left', 'Backward', 'Backward']",.
s248,240,"['Turn Left', 'Backward', 'Turn Right']",COMPLETED
s249,313,"[]",.
s249,313,"[]",.
s249,313,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s249,316,"['Forward', 'Forward']",ERROR
s249,316,"['Forward', 'Turn Right']",ERROR
s249,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",.
s249,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",.
s249,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",.
s249,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Forward', 'Turn Right']",ERROR
s249,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",ERROR
s249,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",ERROR
s249,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",ERROR
s249,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",ERROR
s263,239,"['Turn Right', 'Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Turn Right', 'Put Down']",COMPLETED
s264,313,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s264,316,"['Forward']",ERROR
s264,316,"['Turn Left']",ERROR
s264,316,"['Turn Left']",ERROR
s264,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",.
s264,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Turn Left', 'Forward']",.
s264,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",ERROR
s264,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",ERROR
s264,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",ERROR
s264,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Turn Left', 'Forward', 'Forward']",.
s264,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Turn Left', 'Forward', 'Forward', 'Forward']",.
s264,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Turn Left', 'Forward', 'Forward', 'Forward']",ERROR
s264,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Turn Left', 'Forward', 'Forward', 'Forward']",ERROR
s264,314,"[]",.
s264,314,"[]",.
s264,314,"[]",.
s264,313,"[]",.
s265,313,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s265,316,"['Forward', 'Forward']",ERROR
s265,316,"['Forward', 'Forward']",ERROR
s265,316,"['Forward', 'Forward']",ERROR
s265,316,"[]",.
s265,316,"[]",.
s265,316,"[]",.
s265,316,"[]",.
s265,316,"['Forward', 'Forward']",ERROR
s265,316,"['Forward', 'Forward']",ERROR
s265,316,"['Forward', 'Forward']",ERROR
s265,316,"['Forward', 'Turn Right']",ERROR
s265,316,"['Forward', 'Turn Right']",ERROR
s265,316,"['Forward', 'Turn Right']",ERROR
s265,316,"['Forward', 'Turn Right']",ERROR
s265,316,"['Forward', 'Turn Right']",ERROR
s265,316,"['Forward', 'Turn Right']",ERROR
s265,316,"['Forward', 'Turn Right', 'Turn Right', 'Forward']",ERROR
s265,316,"['Forward', 'Turn Right', 'Turn Right', 'Forward']",ERROR
s265,316,"['Turn Left']",ERROR
s265,316,"['Forward', 'Forward', 'Turn Right']",ERROR
s265,316,"['Forward', 'Forward', 'Turn Right']",ERROR
s265,316,"['Forward', 'Forward', 'Turn Right', 'Turn Right', 'Forward', 'Forward']",.
s265,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward']",.
s265,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",.
s265,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",.
s265,316,"['Forward', 'Turn Right']",ERROR
s265,316,"['Forward', 'Forward', 'Turn Right', 'Pick Up', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",ERROR
